SPECTRA_factor,mean,std,dip_statistic,dip_p_value,skewness,kurtosis,cell_type,ANOVA statistic (Batch Effect),ANOVA Pval (Batch Effect),Kruskal-Wallis statistic (Batch Effect),Kruskal-Wallis Pval (Batch Effect),Proportion of Variance (Batch Effect),significant_batch_effect
464-X-CD4_T-X-CD8-T_progenitor-exhaustion_UP,2.8094588675536776e-05,0.00040168193593,0.0008254171994715,0.3086406305965141,30.2949834069992,1527.5361132435066,CD4_T,1.4388732686775352,0.41878727384506387,23.58125183661474,0.11890540086661358,0.16850856353093316,False
465-X-CD4_T-X-465,2.980780650718673e-05,0.0002487116241129,0.0030183828904622,0.0,18.653127454416136,689.321396705945,CD4_T,1.898816141828354,0.2654312696618674,20.952615339406407,0.13838119870895896,0.21100732717521195,False
466-X-CD4_T-X-466,8.665475778881259e-05,0.0005801713934788,0.0022941494904227,0.0,10.82429249194298,171.31447717073704,CD4_T,1.49145288680675,0.39992645350755596,14.824419629738486,0.27945004850698824,0.17359728400502114,False
467-X-CD4_T-X-467,7.606665306074354e-05,0.0005657788524318,0.0003820007656889,0.996942378018722,10.948058070000446,167.4985923349103,CD4_T,1.4532550761452183,0.41091344474655794,18.052306788128078,0.17286686979075505,0.1699066686551071,False
468-X-CD4_T-X-468,6.731279773130492e-05,0.0005317259527492,0.000398173705518,0.9958116399955164,12.241757926534095,211.77773216699225,CD4_T,1.269458310174485,0.4815693098996154,21.532030561269437,0.13467148376350505,0.1516774757849316,False
469-X-CD4_T-X-all_MHC-I-presentation,8.00297673666688e-05,0.0007588775325015,0.0004603056710173,0.9914676569850764,17.55172479864043,468.03607160419966,CD4_T,2.0868407268769893,0.22325198440058194,18.70004407875399,0.16555433282019544,0.22715542686744697,False
470-X-CD4_T-X-470,6.017499051364573e-05,0.0004153044198246,0.0028912277085379,0.0,23.79670520658358,1800.1416786462498,CD4_T,1.8858194781661564,0.26727570970769293,23.15985894798706,0.11890540086661358,0.20986616554542867,False
471-X-CD4_T-X-471,6.515965634547647e-05,0.0004253684382063,0.0011597323219722,0.0222322894651403,15.256498804389208,465.8028982204679,CD4_T,1.484779427459946,0.4008730267079622,18.067293564501938,0.17286033545629667,0.17295487205071508,False
472-X-CD4_T-X-472,2.776862080957939e-05,0.000488150132472,0.0034845380439348,0.0,181.3936341773197,49723.00236765989,CD4_T,1.3101534672309405,0.4664619185203613,18.562738759917693,0.1663604482242669,0.1557823495535226,False
473-X-CD4_T-X-473,3.0628853855729806e-05,0.0002608162271582,0.0035482210522592,0.0,23.07407209169716,1146.8561093438204,CD4_T,1.1985594482587907,0.514937353133597,15.389288862768126,0.25274492499589885,0.14442982010694316,False
474-X-CD4_T-X-474,3.464708208120088e-05,0.0003220998360587,0.0010881323035397,0.0435692771917842,20.23233696808185,913.2445171968056,CD4_T,1.5705834821155293,0.36980757020717536,26.849911842491906,0.11407459787495611,0.1811393068707671,False
475-X-CD4_T-X-475,6.226957468203679e-05,0.0007966453505478,0.0031485152846093,0.0,36.63782604857213,2369.473134596565,CD4_T,1.9631544252486546,0.2480255761520202,15.931604466647059,0.2338008635317514,0.216608294765406,False
476-X-CD4_T-X-476,4.063641695639847e-05,0.0003051756396549,0.0006139718162903,0.8206443594862484,12.61632345150188,233.05799667621395,CD4_T,1.4203909212233299,0.42883103841656867,18.731780781663247,0.1655255048884073,0.16670490055629925,False
477-X-CD4_T-X-477,8.594411313386014e-05,0.0006612755271906,0.0002362907447807,1.0,11.76000005968528,196.65894048141405,CD4_T,1.4740509617802608,0.4031376517862027,16.462753452835727,0.21813825026212716,0.17192001404598584,False
478-X-CD4_T-X-all_TNF-via-NFkB_signaling,2.44438519099566e-05,0.0018519691861767,0.0007095794739245,0.5804901312353937,166.4201094018324,32300.16608049615,CD4_T,0.9040630442792577,0.6654731548095272,13.739347634440207,0.3224417363821194,0.11295051516684623,False
479-X-CD4_T-X-479,5.638161019543783e-05,0.0004148167271937,0.0004472318214307,0.9923817207850658,25.424383923511048,2502.973372074689,CD4_T,1.3542531190534446,0.45184366060826353,17.044666470761115,0.19989791135919913,0.16018601524969123,False
480-X-CD4_T-X-480,3.3806331860108554e-05,0.0003241011280893,0.0022902100437664,0.0,23.46600861427376,933.9412332163874,CD4_T,1.4792355147212315,0.40281628746893633,18.501469291801357,0.1663604482242669,0.1724204344528123,False
481-X-CD4_T-X-481,2.4525045497644707e-05,0.0002420896926235,0.0021518739147868,0.0,21.839655554948457,925.2414617686863,CD4_T,1.0993656298329069,0.5640733174034265,14.140023508668833,0.3048435377859505,0.13407935192363296,False
482-X-CD4_T-X-482,0.0001535632576223,0.0011342567912398,0.0001887266926325,1.0,10.312470280400133,141.33889264781004,CD4_T,1.5143526542747647,0.39114026925654133,18.11798413164854,0.1717581740095146,0.1757941327748274,False
483-X-CD4_T-X-483,1.942692810769045e-05,0.0010051598411391,0.0026303649340355,0.0,195.7169230317606,45145.23128689555,CD4_T,1.2096703681920107,0.5087409999539201,13.77732882750513,0.32076016105884625,0.14557380913958043,False
484-X-CD4_T-X-484,5.697689375089468e-05,0.0004040528801213,0.000751113646585,0.4741664106800625,10.925285639589651,171.62326950172886,CD4_T,1.7832327449157201,0.3018909353444347,16.071995298266245,0.23107600959104807,0.20074141881921823,False
485-X-CD4_T-X-485,2.6243174843282098e-05,0.000186439192683,0.0023607450631808,0.0,10.28910360956734,143.02595241476078,CD4_T,1.4957952857773136,0.3986921818785624,15.568909785483413,0.2455997209011562,0.1740147637359711,False
486-X-CD4_T-X-all_TNF-via-NFkB_signaling,3.54051991306002e-05,0.0004133766032973,0.0041867087937831,0.0,62.069181608482886,8513.931097077622,CD4_T,1.1712896306160854,0.532793490236985,22.45004407875399,0.12555398838250037,0.14160906979735904,False
487-X-CD4_T-X-487,3.841115666841247e-05,0.0002442168205751,0.002783632611352,0.0,9.26575117563971,116.90035452589154,CD4_T,1.521562956428869,0.3892926571496225,19.200925653834815,0.1590395872725675,0.17648342465495545,False
488-X-CD4_T-X-488,6.597012489610005e-05,0.0005067480041168,0.0005850611554493,0.8791789579721272,12.744226345025892,264.91485650678027,CD4_T,1.3396393398570499,0.4538350368900524,16.91243020863942,0.20457825882283825,0.1587318232344915,False
489-X-CD4_T-X-489,4.5741342176182857e-05,0.000370046089151,0.0008369622955244,0.2878370270403899,14.18691690641984,304.075549954455,CD4_T,1.2381231573409477,0.4921820666982635,14.018219218336753,0.30918624590230037,0.14848943029234277,False
490-X-CD4_T-X-490,0.0002154884924407,0.0013794212818108,0.0001716247100021,1.0,10.288945448371685,150.82499953593071,CD4_T,1.253751666160867,0.4867162910460134,16.615119012635887,0.21266378652497112,0.15008246788560015,False
491-X-CD4_T-X-491,0.0001452696856608,0.0011583942682,0.0002400033909416,1.0,13.79857193144219,293.8658684447104,CD4_T,1.3485887097009959,0.45226500792537283,14.32368498383778,0.2969882562456852,0.15962295669009122,False
492-X-CD4_T-X-492,6.014860699225439e-05,0.000538066483233,0.0002803435041686,1.0,15.59183435502218,366.6158773012685,CD4_T,1.834720013754851,0.28371842076402626,21.9404936820452,0.12963425505786946,0.20534723090710513,False
493-X-CD4_T-X-CD8-T_tumor-reactive-like_UP,8.949633852650186e-05,0.0007422618629621,0.0004557256528409,0.9917878709198156,12.746403165460372,228.9648208793638,CD4_T,1.5554700967280202,0.37503578606202953,16.46760211578021,0.21813825026212716,0.17970948768178707,False
494-X-CD4_T-X-494,2.0358643525700464e-05,0.0002249334275498,0.0050645384948576,0.0,42.56205003926412,3756.061789851544,CD4_T,1.0396817349973844,0.5951079586550557,16.934396121069653,0.20385237497231487,0.12773002297217195,False
495-X-CD4_T-X-495,9.036088711491315e-05,0.0007775784544599,0.0002871186069145,1.0,14.383006768748324,316.05189696992096,CD4_T,1.2899154668455721,0.47580767492236525,15.89215398178078,0.2347052596884982,0.1537459432032338,False
496-X-CD4_T-X-496,2.816341965379405e-05,0.0002038011292478,0.002571588099787,0.0,11.384427572374609,185.65051833306163,CD4_T,1.5528721299343078,0.37503578606202953,17.99941228327947,0.17411052529019397,0.1794632009598525,False
497-X-CD4_T-X-all_multidrug-resistance,2.829443919111014e-05,0.0002847737760198,0.0009806946411965,0.1027402812767732,16.8002441357774,428.0952506100055,CD4_T,1.460774579551405,0.4080891411436286,25.6334116955627,0.11407459787495611,0.17063579539177065,False
498-X-CD4_T-X-498,4.529029738115477e-05,0.0003173162023897,0.0006153743611886,0.817804666442532,9.954446161879,126.69082715215066,CD4_T,1.3695229072998254,0.4454446488366585,21.49985307081988,0.13514773499955166,0.16170012435050415,False
499-X-CD4_T-X-499,4.579550437492769e-05,0.0003981194300516,0.0007387882715566,0.5042540152372688,97.4580112869763,24584.04219289609,CD4_T,2.3664783300047403,0.17412940361586784,23.65927123126653,0.11877813023684015,0.24998507866478742,False
500-X-CD4_T-X-500,6.4924182527825e-05,0.0004248805773265,0.0004513891286704,0.9920910608667268,10.943408196628782,179.22780865164395,CD4_T,1.3232988316277736,0.46052071929277955,15.766088745224806,0.23961540554581695,0.15709983203481465,False
501-X-CD4_T-X-501,3.184819188535757e-05,0.0002454635127961,0.001583250880252,0.0001726223522937,13.39873276240362,265.4663388331821,CD4_T,1.431679340499374,0.4238730180251556,14.939024390243901,0.27265496434626824,0.1678074483769306,False
502-X-CD4_T-X-all_propanoate_metabolism,4.440762493737354e-05,0.0003722348819294,0.0003727010877393,0.9975925689903308,16.764582502915413,509.844559528025,CD4_T,1.3834710114532076,0.44091517009878817,15.256611813106076,0.2596710145206141,0.16307841561377845,False
503-X-CD4_T-X-503,3.934843819296493e-05,0.0002948489809452,0.0010564845163682,0.0560420804184199,12.40081157795651,273.34919743073056,CD4_T,1.498701862043498,0.39742079087192167,13.90927123126653,0.3136274022368056,0.17429396740211303,False
504-X-CD4_T-X-504,7.754488818732953e-05,0.0008518219419642,0.0003344978804037,1.0,17.44552197604797,397.14767337000967,CD4_T,1.074820080297247,0.5789246627355711,16.37136350279161,0.22061474291775124,0.131479356088552,False
505-X-CD4_T-X-505,3.970177749516568e-05,0.0003825332938411,0.0006310530088655,0.7829026792157487,20.292800444078868,766.3847141227214,CD4_T,1.6018087204821918,0.3602553639407254,21.914854540111662,0.12986073832904124,0.1840776753356894,False
506-X-CD4_T-X-506,6.622813048362293e-05,0.0004359447615223,0.0026988357818082,0.0,12.550595248358912,334.26534865289835,CD4_T,1.6134675571986385,0.3601900617479366,15.960329121363543,0.23325522791805955,0.1851693997374984,False
507-X-CD4_T-X-CD8-T_terminal-exhaustion,2.580231567817853e-05,0.0004119847599793,0.0008129678302855,0.3347285130790312,130.72209090752003,34296.62220295856,CD4_T,1.562708967398874,0.37265920008210973,26.53812812224504,0.11407459787495611,0.18039495188860122,False
508-X-CD4_T-X-508,7.271931683350794e-05,0.0004894151753691,0.0003383950026379,0.9999910936408484,9.649466639141972,120.97698892491542,CD4_T,1.5127443746220917,0.39114026925654133,19.150088157508094,0.15989975316420788,0.17564022671791735,False
509-X-CD4_T-X-509,4.369962132915499e-05,0.0003908304841077,0.0011738765078815,0.0190560143598754,15.841528438211416,396.7346839118444,CD4_T,1.0484312211736246,0.5919487939268715,10.997281810167522,0.4922699835394306,0.12866663443747128,False
510-X-CD4_T-X-510,1.5596591591192213e-05,0.0003141287913705,0.0012424904437729,0.009637082087486,219.2115548259709,75538.73903248787,CD4_T,1.0894049058356774,0.5707640056721227,12.579709080223324,0.388544254702029,0.1330261378405383,False
511-X-CD4_T-X-511,0.0001914544578881,0.0012528229013437,0.0001253642490524,1.0,9.257838989104698,110.29064345843442,CD4_T,1.3464627802027702,0.4525580381713462,22.630766970320337,0.12400567084015329,0.1594114382838074,False
512-X-CD4_T-X-512,2.681372775359028e-05,0.0002315049906513,0.0013081429569156,0.0048378265779652,19.914562908725404,1310.20798190306,CD4_T,1.6037300188070573,0.3602553639407254,23.355642080517157,0.11890540086661358,0.18425778549446165,False
513-X-CD4_T-X-513,0.0001602348368867,0.0009903922214874,0.0002142482774101,1.0,9.15237552146889,113.72488783988508,CD4_T,1.1747717809723242,0.530058175427696,13.926241551572161,0.31275940823766846,0.14197029381205276,False
514-X-CD4_T-X-CD8-T_tumor-reactive-like_UP,8.816045201442431e-05,0.0009316219562845,0.0001322406633862,1.0,17.34611064729388,445.6052450119335,CD4_T,2.021133129627018,0.23523375285137305,18.4404202174552,0.16786739699857456,0.221587943175835,False
515-X-CD4_T-X-515,2.63011399661438e-05,0.0003191126263679,0.0041934212501905,0.0,52.82429088222774,5922.321387968595,CD4_T,1.0527622905348761,0.5908383734807432,18.644872171613258,0.16555433282019544,0.129129521138756,False
516-X-CD4_T-X-all_DNA-methylation,0.0001013010584518,0.0012344760415388,8.991153784943327e-05,1.0,26.5249235781434,1067.076979802494,CD4_T,1.040153189768186,0.5951079586550557,23.37327358213338,0.11890540086661358,0.1277805423951496,False
517-X-CD4_T-X-517,5.300872251706426e-05,0.0004087091843386,0.0005507331028626,0.9334179477233142,14.675143663422572,428.61771299148506,CD4_T,1.7841346481716982,0.3018909353444347,18.133632089332934,0.17146068842674655,0.20082255828246168,False
518-X-CD4_T-X-518,0.0001420791317514,0.0011844506983078,0.0001631317836289,1.0,12.7815025589173,235.42097411644565,CD4_T,2.0175008063403572,0.23622464523170938,18.417278871583903,0.16796071105803295,0.22127783141377702,False
519-X-CD4_T-X-519,4.293093736764548e-05,0.0004467756790324,0.0010195488133704,0.0782073965965552,18.881598698196697,524.7043130883476,CD4_T,1.2327626254450652,0.4943485091738243,17.528871583896546,0.1861280738338106,0.14794164682918967,False
520-X-CD4_T-X-all_type-I-ifn-response,4.901946063201258e-05,0.0006128636690073,0.0007347881553818,0.5146944765171982,42.98060941637853,3581.5985180594294,CD4_T,1.2894629211191986,0.47580767492236525,29.186085806641188,0.11407459787495611,0.1537002944340062,False
521-X-CD4_T-X-521,4.348817805192686e-05,0.00040915253359,0.0004990292295049,0.9817734459544808,21.824012732086068,850.6592148914048,CD4_T,1.7259482580405212,0.3213039423191726,18.58896561857182,0.16621484932179598,0.19555386090873197,False
522-X-CD4_T-X-all_MHC-I-presentation,1.968948832906756e-06,0.0009341328027849,0.0028710633665287,0.0,510.9965660524215,261171.18627465868,CD4_T,0.9240118741384833,0.6633129908889887,13.19284454892744,0.35229990727532073,0.11515584580782938,False
523-X-CD4_T-X-523,2.0224537406824904e-05,0.0001666234302619,0.0022560123291481,0.0,15.82918067794828,417.3260150193437,CD4_T,1.6972673507603069,0.3305302758231168,16.641345871290014,0.2119685779793509,0.19293120046120005,False
524-X-CD4_T-X-524,0.000111043749189,0.0014275415342034,0.0002127109360476,1.0,21.26020243254988,560.5795140840357,CD4_T,0.8457491923909105,0.6933903018252168,17.52843079635619,0.1861280738338106,0.10644045915781301,False
525-X-CD4_T-X-525,9.470487977411924e-05,0.0008320351227115,0.0002867423104698,1.0,23.2900264683335,1222.644050432968,CD4_T,1.6819473643561522,0.3350970754540368,17.741918895092567,0.18008467568038936,0.19152328003954786,False
526-X-CD4_T-X-all_circadian-rhythm,2.390656754926472e-05,0.0002036300153059,0.0038331085168368,0.0,19.49051459055325,668.4503660582845,CD4_T,1.3342461964585262,0.45623020559658783,17.949823684983812,0.17519548777333802,0.15819388779743776,False
527-X-CD4_T-X-527,0.0001178219200697,0.0008621317887044,0.0001020154261639,1.0,11.82429105085748,225.86053491909652,CD4_T,1.5350214599543968,0.38368697219758024,17.71951219512198,0.18008467568038936,0.17776695368658682,False
528-X-CD8_T-X-all_TNF-via-NFkB_signaling,2.5487539016838225e-05,0.0004441706561551,0.0002820887732358,1.0,37.278618569637096,2324.503549289408,CD8_T,1.3100915493830902,0.4664619185203613,19.326182779900137,0.15888384328604122,0.15577613414674302,False
529-X-CD8_T-X-all_taurine-hypotaurine_metabolism,1.8740880351803924e-05,0.0002852998584828,0.0002173291308256,1.0,22.32355949041043,654.794991391513,CD8_T,1.6232201575139324,0.35631328642462645,20.95885982956213,0.13838119870895896,0.18608038410170552,False
530-X-CD8_T-X-530,2.379417257690584e-05,0.0004002889263636,4.32771772234823e-05,1.0,26.020593948642983,902.0065021660444,CD8_T,1.0926422520475454,0.5690707144314556,13.578092859241792,0.32885163874080436,0.13336872506235298,False
531-X-CD8_T-X-CD8-T_tumor-reactive-like_UP,2.129524888933266e-05,0.0003959946268722,9.303270795705391e-05,1.0,29.38021719245235,1212.6419140045157,CD8_T,1.665806263691326,0.3380895381103356,22.17646194534234,0.12667627178412214,0.190034574525247,False
532-X-CD8_T-X-532,1.59560133166482e-05,0.0002529413828071,0.0004016099562132,0.995571393054676,24.21863558689805,763.7205598920577,CD8_T,1.1018012038248195,0.5640733174034265,14.659565089626824,0.28467118907335875,0.13433649224648442,False
533-X-CD8_T-X-CD8-T_tumor-reactive-like_UP,8.344374322213047e-06,0.0005666612765325,0.0003483316012999,0.9992963720845248,340.0166065937276,143789.7583981913,CD8_T,1.0089183004326452,0.6108348181904257,15.705333529238885,0.2417089584576787,0.12442082446173061,False
534-X-CD8_T-X-T_IL21_response,1.55127982681118e-05,0.0003093665645391,6.481503401583096e-05,1.0,30.557821306718065,1224.171329126669,CD8_T,1.2899998600217388,0.47580767492236525,10.614237437555062,0.5201924498289723,0.15375445548796426,False
535-X-CD8_T-X-535,1.632256444503374e-05,0.0005427146034389,0.0001885285391477,1.0,66.12418962793492,5696.465142206378,CD8_T,1.4032229090601795,0.4350173802504221,9.808698207464033,0.57950859412892,0.1650224772497786,False
536-X-CD8_T-X-536,2.120333428599321e-05,0.0004903794219892,5.399873000661754e-05,1.0,63.02023945126956,8040.579880253178,CD8_T,1.1568145789708184,0.5392932863556952,14.374302086394323,0.2953495444645419,0.14010422153806087,False
537-X-CD8_T-X-537,1.2370398657413831e-05,0.0002791682943372,0.0001158382248191,1.0,44.92987072665036,3211.878512685996,CD8_T,1.5763921749725096,0.3697482226765653,17.854393182486092,0.17721339228923383,0.1816875197872789,False
538-X-CD8_T-X-538,2.956670495887454e-05,0.0005595342832877,7.652242841591206e-05,1.0,29.831795957902123,1216.876099831065,CD8_T,1.2590450801757238,0.4858999757769974,16.43660005877166,0.21876631248475834,0.15062068311626528,False
539-X-CD8_T-X-539,2.6122751289186148e-05,0.0009111971678348,3.4795592825819855e-05,1.0,75.6367817341817,8271.287379614256,CD8_T,0.7824791192804963,0.7260439038368729,12.24096385542174,0.40883744682560047,0.09926814996141978,False
540-X-CD8_T-X-540,2.3712250916998184e-05,0.0004431991711099,6.53016833034455e-05,1.0,25.40010893591009,786.3249646028103,CD8_T,1.412189489932455,0.43270172302361803,11.649353511607387,0.44386808735198136,0.1659020269230004,False
541-X-CD8_T-X-541,2.1336072549762605e-05,0.0004634270739634,5.039362728115732e-05,1.0,36.03465169205446,1938.66105971496,CD8_T,1.0590193543064628,0.5872939396284893,14.478181016749943,0.29138891496613295,0.1297973822978487,False
542-X-CD8_T-X-542,2.407792238775165e-05,0.0003069371196456,8.797855760801811e-05,1.0,21.050593522883112,662.9558130364247,CD8_T,1.2159968658234432,0.5055538463338227,12.062371436967396,0.4192625368615462,0.14622382444862023,False
543-X-CD8_T-X-543,1.201432799638035e-05,0.0001989207222759,0.0004953325370638,0.983488515240652,30.62309917842993,1562.7709447781488,CD8_T,1.3071999988697285,0.4664619185203613,18.62114310902149,0.16555433282019544,0.1554857739848546,False
544-X-CD8_T-X-544,3.834776620620664e-05,0.0006138060489044,7.310314932626645e-05,1.0,22.305806248457905,619.6864120460724,CD8_T,1.1929771272230443,0.518110633417989,13.121877754922082,0.3563455203706436,0.14385390299786346,False
545-X-CD8_T-X-545,1.3947820357207184e-05,0.0002969604710574,0.0003971093859956,0.995886052351317,42.39620862878105,2602.3745422153484,CD8_T,1.31638222293379,0.4639633347257816,14.027696150455483,0.3089953323477338,0.15640713409459725,False
546-X-CD8_T-X-546,3.0925125112639364e-05,0.0003451992649984,0.000180909570701,1.0,15.525663474330871,311.56913123948857,CD8_T,1.2873168170229656,0.4762770841769058,15.626212165736149,0.24338570008375252,0.15348374755681304,False
547-X-CD8_T-X-TNK_cytotoxicity-effectors,1.1457210153378504e-05,0.0002913563856974,0.0001963975116898,1.0,45.37681798090791,2840.227793817949,CD8_T,3.9423483295239032,0.045564253237488146,21.105127828386685,0.13838119870895896,0.3570208267188289,True
548-X-CD8_T-X-548,2.593537365340754e-06,0.0010138075662175,0.0001952225924838,1.0,471.8489369658889,230658.5620467053,CD8_T,1.6613828728545428,0.3400803721167188,23.643623273582136,0.11877813023684015,0.18962564437196527,False
549-X-CD8_T-X-TNK_cytotoxicity-effectors,1.6855647737749343e-05,0.0002782714202278,0.0006132196640658,0.822167220852259,33.92996000739343,2120.745066135228,CD8_T,1.316980432841006,0.4639633347257816,14.055906553041439,0.30743619531946165,0.15646708975376367,False
550-X-CD8_T-X-550,1.1340064488022656e-05,0.0004851354238771,0.0001612364698237,1.0,71.09406444924853,6607.172199186173,CD8_T,1.0264490881941892,0.6004384703786068,14.708272112841598,0.28329011085004513,0.1263096682270953,False
551-X-CD8_T-X-551,1.4359874903025628e-05,0.0004304547368961,0.0002219240771232,1.0,61.694914001625726,5321.997323451313,CD8_T,1.7511685736659093,0.3119375071645394,23.612547751983527,0.11877813023684015,0.1978460311868881,False
552-X-CD8_T-X-TNK_cytotoxicity-effectors,1.7908305330567025e-05,0.0003825964559959,7.078556285573047e-05,1.0,41.58342002694864,2659.32173095028,CD8_T,1.2739069092295394,0.47935290190008334,14.142741698501368,0.3048435377859505,0.15212814317597284,False
553-X-CD8_T-X-553,2.4138809124424794e-05,0.00047118964499,5.476388253705202e-05,1.0,29.828782769122743,1187.586526125261,CD8_T,1.383850756735875,0.44091517009878817,14.684396121069653,0.2840802665027371,0.16311587702519956,False
554-X-CD8_T-X-p-DC_CpG-TLR9_response,1.4629715834091432e-05,0.0002594242638636,0.0001086531450088,1.0,25.573735204639632,844.6278722352882,CD8_T,1.3416476326940239,0.4532046164596272,28.272627093740823,0.11407459787495611,0.15893196341172763,False
555-X-CD8_T-X-555,1.638223970785804e-05,0.0003783614508187,6.27145058848072e-05,1.0,34.724772799202604,1691.7799708082907,CD8_T,1.2515202574383113,0.4876952248612648,22.14722303849544,0.12667627178412214,0.14985538187776537,False
556-X-CD8_T-X-556,1.809594647365482e-05,0.0002545791759641,0.0001737808347199,1.0,31.93152244152948,1770.068254145618,CD8_T,1.7134842101233105,0.32591032733151254,20.133485160152816,0.14794449625644507,0.1944162114859382,False
557-X-CD8_T-X-557,1.5860201124684673e-06,0.000702947161216,7.854174251069099e-05,1.0,510.221985117355,260632.7620244475,CD8_T,0.9115437761930624,0.6633129908889887,10.938877461063782,0.49539436365831085,0.11377879240974591,False
558-X-CD8_T-X-558,4.41830601020565e-05,0.0007696442968224,6.422679099115306e-05,1.0,26.57613434822234,882.3597624197344,CD8_T,1.8132947446008871,0.2906082942007216,17.10593593887745,0.19860195893233315,0.20343708993795664,False
559-X-CD8_T-X-559,1.3869516347069255e-05,0.0001771705672347,0.0007687808984968,0.431493496425419,20.194331626576226,571.3527549805348,CD8_T,1.3942601982660603,0.43890228677355464,16.790993241257752,0.20798302991798,0.16414145148869724,False
560-X-CD8_T-X-560,1.8415104218930204e-05,0.000370393375259,5.475669503928487e-05,1.0,34.35558494074078,1636.9248925086422,CD8_T,2.5167544252260883,0.15478168185066524,17.19012635909496,0.1972760415747584,0.2617051776454113,False
561-X-CD8_T-X-561,1.3907995226979882e-05,0.0005837965235246,0.0004655909324203,0.9910981356677312,95.08475811564256,12522.406424727122,CD8_T,1.2756839949554655,0.47935290190008334,16.91066705847777,0.20457825882283825,0.1523080378538384,False
562-X-CD8_T-X-562,2.897350634344478e-05,0.0004867436160721,5.764983924832216e-05,1.0,23.91023948472236,764.5837885259638,CD8_T,1.052399248932414,0.5908383734807432,17.49691448721717,0.18738806631915889,0.12909073964578335,False
563-X-CD8_T-X-563,1.7690260336228715e-05,0.0003976588983068,4.2652205230827576e-05,1.0,41.14184243903076,2249.583051573436,CD8_T,2.0550594903714754,0.22918907749193668,18.988245665589204,0.16058178417634608,0.22447254357361796,False
564-X-CD8_T-X-564,1.26238799792865e-05,0.0002920181151547,0.0001007618728663,1.0,170.32424727720328,54760.187110404426,CD8_T,1.2057549483597942,0.5110645298735546,16.64964736996768,0.2119685779793509,0.14517102368856963,False
565-X-CD8_T-X-565,2.969234821838424e-05,0.0004921431660993,7.528319202808628e-05,1.0,24.18983046255538,765.4099184155281,CD8_T,1.3977388561042585,0.4366064457257494,11.787393476344448,0.436207182455429,0.1644836208517055,False
566-X-CD8_T-X-566,1.7153976468983084e-05,0.0002067428104771,0.0005785152785819,0.8924322099913294,19.740693028463305,546.7551120942243,CD8_T,1.6701871127485386,0.33745778124338127,22.23736409050838,0.12667627178412214,0.19043916523978346,False
567-X-CD8_T-X-567,0.0001004989486256,0.0011083528228965,0.0001441161076206,1.0,18.2592590888688,725.5441084001511,CD8_T,1.5564922998532738,0.37503578606202953,18.68784895680284,0.16555433282019544,0.17980635180368104,False
568-X-CD8_T-X-568,2.203280769362649e-05,0.0006380523703425,2.933387965354504e-05,1.0,47.941710214165006,3108.078639175915,CD8_T,1.6848726440627968,0.3345795405420625,16.473111960035226,0.21813825026212716,0.1917924951594498,False
569-X-CD8_T-X-569,3.331780637063052e-05,0.0004543738201474,0.0001119588895725,1.0,35.02652036348859,2694.2293946766004,CD8_T,1.476237485863931,0.4031376517862027,14.128416103438099,0.30488461920863585,0.17213113422957196,False
570-X-CD8_T-X-570,4.4449966094761096e-05,0.0006295182085091,9.894537130133444e-05,1.0,21.89028128988716,640.7077720765416,CD8_T,1.2979454035593574,0.47123223299658207,16.16059359388771,0.2288458089192443,0.15455511332679542,False
571-X-CD8_T-X-571,2.72732582526426e-05,0.0006020475488365,5.652588469691961e-05,1.0,35.27610451300656,1677.3571679837166,CD8_T,1.2777026141827674,0.47935290190008334,9.06854246253306,0.6348668323397256,0.15251229042431289,False
572-X-CD8_T-X-p-DC_CpG-TLR9_response,1.71136556660658e-05,0.0003797379275338,4.0900018470232544e-05,1.0,38.88872774654615,2423.171741975633,CD8_T,1.3547660399034247,0.4517710038634065,12.928078166323814,0.3675543572728355,0.1602369638035424,False
573-X-CD8_T-X-573,1.2951279605172396e-05,0.0002002859156647,0.0004432360248374,0.992661088617309,25.740853896104152,1003.2216490462766,CD8_T,1.4712375173412926,0.4031376517862027,13.79003820158681,0.3203321675860809,0.1716482030004058,False
574-X-CD8_T-X-574,1.599923523664256e-05,0.0002628624842486,0.0001099094053785,1.0,28.310485916217512,1187.1677746415735,CD8_T,1.573126159544256,0.3697482226765653,16.66999706141644,0.21157096679059498,0.18137937009173158,False
575-X-CD8_T-X-575,2.2216837502971056e-05,0.0004482959846946,3.96979780019069e-05,1.0,37.37497377812495,2377.134147672079,CD8_T,1.4656944820052984,0.406224121985607,15.73222156920366,0.24063409746111525,0.17111215968353888,False
576-X-CD8_T-X-576,2.063455483454497e-05,0.0003074249043165,0.0001123012396481,1.0,20.985122415111867,561.5382864864162,CD8_T,1.465162291561988,0.4062635284579626,13.116514839847184,0.3563455203706436,0.17106065731006634,False
577-X-CD8_T-X-577,8.938542436164962e-06,0.0003848409676834,0.0002943299120698,1.0,122.03500777486072,20687.77620795474,CD8_T,1.8359861017607806,0.28371842076402626,11.39575374669414,0.46227518592955336,0.20545982064576074,False
578-X-CD8_T-X-578,1.3387230170823945e-05,0.0001946762930313,0.0007440043454108,0.4913379889726941,26.487554103814222,1112.5296055070714,CD8_T,1.6788284613479862,0.33514269382366224,21.985233617396432,0.1287239769975385,0.19123604803757638,False
579-X-CD8_T-X-579,1.859921020986853e-05,0.0002315141210223,0.00011553426011,1.0,17.970654593154247,430.7074077858338,CD8_T,1.5182430491685392,0.38944870845293894,19.068468997943,0.1605017685620541,0.1761661907777148,False
